movie_id,title,release_year,duration_minutes,language_id,budget,revenue
1184,Student player service find,2014,107,9,63541611,84392847
1185,Her season fine,2016,85,10,20336339,1159129640
1186,Any toward,2019,87,5,10899273,723318090
1187,Language affect how ten,2011,130,8,198423466,842504748
1188,Bad health east,2000,144,7,39007903,275595062
1189,Brother edge,2013,116,10,132236674,1122700168
1190,International foreign interview,2009,160,8,176511564,1166338169
1191,Truth year,2010,171,4,6117186,614730440
1192,Would office,1995,144,6,127492056,463991379
1193,Red develop strategy,1993,178,8,166992993,204328510
1194,Build quite,1999,133,8,13294799,1103806404
1195,Community possible,2000,134,10,66144600,1189951088
1196,Blue relationship,1993,169,1,189252928,675556959
1197,Pick in in,1995,131,8,175157278,1124560249
1198,Matter bar nature,2007,90,2,36040956,736666747
1199,Listen threat,2018,161,5,4856130,1370124239
1200,Level sometimes effect,2017,148,2,47237740,348656100
1201,Later fall everybody,2021,148,7,170828766,55297822
1202,Spring outside,2018,158,4,14410496,64895951
1203,Set treat,2016,99,4,83500237,1164496517
1204,Meet itself,2007,115,6,27116686,1277391800
1205,Thousand later,2003,90,7,123456118,560532933
1206,Explain number season,2022,119,6,165074701,523273230
1207,Decide during white,1997,90,9,46819083,657710666
1208,Election,2012,145,9,159656760,912839863
1209,Agency,2017,106,1,18168490,1090068914
1210,More father over,1997,99,5,29543064,242172177
1211,Use quality offer,2008,148,4,31649875,133732489
1212,Would upon suggest,2021,121,5,134450940,805966016
1213,Today effort,2023,130,2,160713031,562822746
1214,Begin food thus,2009,155,7,166256524,1351449775
1215,Rock everyone box,1992,161,6,60209487,1094846621
1216,Concern government rule,2004,177,2,17940991,766225725
1217,Consider camera office,2015,163,9,55396067,270886434
1218,Best more,1993,167,3,115410269,107505554
1219,Note significant,1990,162,8,91554851,1402931141
1220,Maybe evidence even,2003,88,6,199086147,272898171
1221,Drop later ask,2009,119,6,183106032,968655130
1222,Return return accept fire,2003,169,4,108913364,644866614
1223,Guess seven either,1998,135,10,88036155,1234295397
1224,Anyone company,2006,173,5,33427657,16195688
1225,Whatever senior,2008,110,3,184633577,978126112
1226,Gas appear job,2010,87,4,155609966,732954632
1227,Floor network,1997,111,8,147534835,512015141
1228,Similar here,1990,91,4,37864081,1253963221
1229,In,2021,135,4,87326127,1219610785
1230,Party black,2017,94,4,58238984,1353070721
1231,Century fly wife,2001,138,5,13237045,1434194494
1232,Partner room none,1998,158,4,160205110,1150228658
1233,Civil time maintain,2014,157,4,47559499,1283931565
1234,Decide once,2004,87,4,91061097,507163056
1235,Statement as book,2022,119,4,17970997,757343272
1236,Management only cause,2012,165,10,33412371,647530573
1237,South billion yourself,1994,174,6,74522689,616035314
1238,Police increase,2015,164,3,38912965,1437204886
1239,Participant,1992,174,2,112442141,1235005051
1240,Race first,2017,102,2,46110806,1449040600
1241,Its away school,1991,95,2,187910476,305586480
1242,Fact opportunity action,2019,81,8,100301615,816030969
1243,Of energy deep,1994,170,10,149554256,1120975624
1244,Southern write hospital past,2010,97,1,45293494,536788535
1245,Budget over activity treat,2017,169,9,118752222,230973103
1246,Spring candidate skill,2015,81,1,66402850,709045991
1247,Audience language the,2016,100,8,157225625,1114071843
1248,Article citizen near,2008,143,6,11925027,1255628012
1249,Blood appear,1997,124,10,36801473,418509275
1250,Far well,2015,146,6,27834914,780816124
1251,Operation American example,1991,146,8,170703449,980622427
1252,Fish hospital,2010,180,10,165401015,215427278
1253,Reason feeling these,2000,172,5,101966910,319720706
1254,Month,2019,113,8,43346676,919166887
1255,Tell career pull exist,2013,101,3,5195732,889876990
1256,Boy clear animal,1995,127,9,131719336,180980200
1257,Science put,2017,96,5,22668810,203102385
1258,Environmental opportunity director,1996,175,7,2704452,138559894
1259,Girl foreign,2005,179,4,2939177,917437304
1260,Ever movement,2017,114,10,49160771,284308857
1261,Choice technology,2015,173,3,24928668,1027745693
1262,Feeling once home church,2023,95,1,190714408,466245987
1263,Clearly country wide,1995,178,9,175954362,963130093
1264,Fire body,2015,83,7,160378323,172659839
1265,Much gas area,2009,122,8,77163607,798053293
1266,Red contain season,2011,134,9,112728807,1458465124
1267,War forward rock,2004,114,1,187160935,1135125303
1268,Community,2011,147,9,128778624,869906994
1269,Measure conference,2000,88,6,186853525,1268234614
1270,Standard part,1994,113,7,35062425,1205375609
1271,Western gas,2022,171,3,56340713,1119425896
1272,That major,1997,153,8,39409855,852788907
1273,Message,2023,160,2,172751905,571277923
1274,West mouth,2022,89,9,73732518,1259782804
1275,Design case wear control,2002,143,8,141415060,1076223476
1276,Fish few team,2012,138,6,121908465,1371789904
1277,Run staff,2012,145,1,111603817,914292238
1278,Return wife,1999,126,1,65224190,950064507
1279,Expect anyone,2005,87,4,47855122,1484654581
1280,After about,1996,143,7,164890043,1056281439
1281,Agency again support,1999,152,10,186669710,900333920
1282,Week brother form,2006,101,2,11098867,354702193
1283,Society avoid,2002,127,6,161060539,314981066
1284,Save soldier sister,2001,100,6,49318507,1091166928
1285,All,1999,112,10,193521574,277996661
1286,Home sound,1994,178,5,135187564,1046023626
1287,Evidence game,2001,93,3,165295871,987930763
1288,Religious even family,2021,153,9,24628008,282852565
1289,Message voice,2019,166,5,169360476,1107057434
1290,Lay national beautiful,2018,172,4,81852696,1141321887
1291,Ten personal with,2010,94,5,94376230,258527952
1292,Goal win,2010,109,8,113416977,1496364485
1293,Author office,1999,174,10,2226761,461646382
1294,Involve name oil per,2018,145,6,150709246,983033582
1295,Parent,1994,80,6,64253864,1021523340
1296,Moment to member,2020,85,3,52513533,75023827
1297,Bar guess,2018,81,8,32543264,341810672
1298,Success much,2009,111,7,143324214,1205500678
1299,Value half,2007,85,4,26684938,798134559
1300,Quickly no test,1993,140,7,167140325,260048171
1301,Degree chance,2012,126,6,98147141,1296926611
1302,Nice baby part,2022,129,6,145880742,882504473
1303,Different magazine system,1994,99,7,137241934,241945106
1304,Have less where,2009,102,5,59861488,264558675
1305,Town able,2019,84,8,125612035,798679813
1306,Economic American,2018,150,3,169165214,1232855459
1307,Fast author early,1992,171,10,177986787,626891026
1308,How rise see,1993,174,3,56863755,91505245
1309,Individual,2013,163,10,75202697,1127656135
1310,Billion throw girl,2008,133,4,15245607,334218938
1311,Hand cost,1994,108,2,53001046,257849483
1312,Lead easy article,1995,121,5,31247070,802720065
1313,Soon option cold,2022,111,4,41055244,659820572
1314,Group individual,2014,133,9,184943719,809146210
1315,So consider but bag,2019,172,7,128349226,656246070
1316,Station find daughter,1992,120,7,134550623,636320029
1317,Difficult country,2018,114,4,48331565,1048517156
1318,Above our floor,2002,89,3,43885139,65081827
1319,Away artist,2010,153,3,180890042,311809690
1320,Man item per,2020,127,8,12573756,310242910
1321,Page catch section,2022,95,1,15502926,1271208426
1322,Popular catch,1999,144,3,174103512,910716207
1323,Still provide pull,1993,166,7,98762333,109477324
1324,Method,2018,86,8,77521424,660334623
1325,Eight white,1996,102,3,57261321,613773611
1326,New game,2011,108,9,117681281,467957663
1327,Near,1995,146,9,68479783,398155139
1328,Government study feeling leader,2022,85,6,90736530,1054676389
1329,Cup value still heavy,2001,131,8,166576183,9479133
1330,Serious meeting degree,1992,88,5,122640891,267697173
1331,Business exist stop,2005,139,5,12627948,1180827399
1332,Exactly again receive,2018,116,9,29030324,753717905
1333,May myself kid,2018,179,10,199754144,150093733
1334,Or traditional,2023,119,1,15081204,100954891
1335,Hair son,2023,121,7,145246649,901735808
1336,Yard by as,2000,91,2,48214470,1038318512
1337,Third area friend,2013,150,3,43425045,1235635030
1338,Task significant,2013,138,1,8802136,670079714
1339,Hand economic end,2008,81,4,131207676,1219968895
1340,Important technology they,2014,127,5,139218414,976466686
1341,Blue sound,2016,105,8,32155984,730469889
1342,Himself full few,2011,117,2,20021200,815257674
1343,Lawyer conference small rich,1993,152,8,64162816,1025543383
1344,Guy top,2011,180,6,194650165,1305751699
1345,Begin give,1994,118,5,120405698,290206457
1346,Something season discuss,2011,174,6,160103483,302474343
1347,Born maybe,1996,159,6,156628616,1088972131
1348,Bed,2014,111,9,88502526,1371788009
1349,Move,2008,139,9,113492246,994852877
1350,Protect send song,2006,127,5,54351921,971216000
1351,Method,1999,155,6,182691220,1437845644
1352,Off yard purpose,2011,143,1,88425390,969380656
1353,Up while federal,1995,178,7,62757128,324937677
1354,Another not piece,1999,179,2,30563567,703396657
1355,Big support health region,2012,105,6,88545452,196802455
1356,Agreement west,2009,173,10,62144782,1346684275
1357,There meet,2015,149,4,27323891,1432007852
1358,Go serve same trip,1998,177,10,64650975,1344148197
1359,Visit actually when,1995,111,10,199037684,884670142
1360,Government small market,2009,99,9,111755248,836581097
1361,Next place,2014,80,3,54675235,504982039
1362,Serious imagine although,2011,132,5,101806207,854108872
1363,Figure,1998,83,6,60233709,732992402
1364,All day him,2023,109,6,20737982,1166776743
1365,Once paper,1995,149,9,127430484,103397077
1366,Author decision,2017,124,8,158059506,1444767176
1367,He something away,2022,161,8,131032206,956541851
1368,Fact trade foot,2013,168,2,15586609,600658480
1369,Down fear crime,1991,81,7,118001637,1392095191
1370,Trip different effort believe,2013,122,10,39907376,195116492
1371,Stop water city,2009,80,5,59026393,360655025
1372,To,2001,177,8,164593573,58266369
1373,Song until,2003,164,3,123135682,1233349463
1374,Hard yet,2011,128,3,48797822,1358149220
1375,Run its,2021,174,6,104973187,668246193
1376,Loss that,2002,173,7,101256638,1209833574
1377,Conference sure machine,2004,119,10,37615835,1390469867
1378,Yet doctor floor at,1998,93,10,123873697,270818982
1379,Pretty wall despite,1999,106,7,194225537,1387795186
1380,Way few order,1994,147,2,53118064,1206201047
1381,Success large not,2008,110,2,170656877,187862605
1382,Someone,1996,133,3,97258319,418233251
1383,With Congress must plant,2022,142,6,73395574,1333656838
1384,Speech chance,2023,87,4,55280573,1168580364
1385,Ground game,1992,98,6,91165145,1243787932
1386,Both culture,2011,171,6,35148149,118546870
1387,Standard collection century,1998,115,5,9615327,1229590482
1388,People computer,2014,91,5,186813848,1125457740
1389,Her room site,1999,85,10,153650073,411724529
1390,Thousand girl receive,2000,109,7,17012637,1026849365
1391,Hold college,2001,146,5,76324105,1084408602
1392,Spring to where,2000,132,8,37641842,45080789
1393,Direction exactly,2018,169,6,30825666,263306144
1394,Notice game stuff,1992,127,10,125965910,1418590579
1395,Current receive,2016,138,9,124098842,1147159450
1396,Hope why choose,2013,175,8,113266104,390996006
1397,Pm size,2005,90,7,46956503,45745465
1398,Give add,2018,154,3,93227982,595477520
1399,He red garden blood,2008,92,3,60016491,446962864
1400,Front some ago,2018,144,1,80231815,531749163
1401,Become few person,2004,97,3,163037301,1249580050
1402,Method company,2005,161,4,43087490,958975524
1403,So,2009,130,5,172261609,186780073
1404,Indicate under,2020,89,2,165155821,1150776729
1405,Behind see vote property,2002,155,4,46616708,1308210810
1406,Believe life,2013,152,3,156188293,693120678
1407,Site other entire,2018,87,7,149379211,867854340
1408,Different partner,2019,135,2,62660241,1269638145
1409,Model bring available,2008,164,2,24212776,101601640
1410,Discuss rock,2014,96,2,111513841,1060430315
1411,Do view together,2022,110,8,141061240,54957453
1412,Later decade,2023,117,9,132322220,735051146
1413,Safe instead,2016,113,1,59100869,943487761
1414,Himself kind back,2000,120,1,159801280,392637988
1415,Blood spend,2002,130,7,128101233,896069187
1416,Employee for camera manager,1998,169,9,125221974,56661884
1417,Start feeling capital,2006,174,2,75939362,1138660389
1418,Up kitchen along,1993,121,2,4893349,686573588
1419,Help industry computer,2020,120,5,196962649,825362337
1420,Future Mrs,2013,137,10,115920001,557285109
1421,Many cover chair,1996,114,3,198616506,200474883
1422,Trade end see,2023,109,2,67210726,251197446
1423,Since why,1997,89,7,67526746,218317344
1424,Defense action control,2008,105,5,88857836,1168462138
1425,Around maintain allow,1995,97,4,117567752,366112245
1426,Purpose blood,2000,179,4,156549496,617788171
1427,Various task,2007,178,5,60701819,314311206
1428,Rock share,2018,154,8,159852487,397278536
1429,Attorney analysis always herself,2022,93,3,40988749,553799153
1430,Bit music four,1999,99,3,155001631,197475877
1431,Car available read,2017,93,9,2363002,336200757
1432,Both much animal,1995,101,3,113144777,663835557
1433,Like,2004,137,1,12871343,879619472
1434,Grow idea require,2018,139,1,11753169,1462300800
1435,Appear care,2012,120,6,127339853,368335019
1436,Everyone resource environment,1991,132,6,197891045,131516278
1437,Network single option,2016,95,8,136349541,1324575929
1438,Civil miss,1993,148,8,10024948,703556462
1439,Center consumer animal,2015,125,9,115272341,394677748
1440,Woman truth,2022,178,5,143571903,63349687
1441,Marriage compare investment,2013,106,9,106849511,130631617
1442,From three,2005,137,8,129652883,645002389
1443,Surface yard,2014,119,3,188006501,842389152
1444,Herself media raise,1995,139,9,27306461,217051597
1445,Tv man,2013,113,3,122451304,692283812
1446,Relate season picture,2004,95,10,133952066,310931710
1447,Around occur long,1991,91,10,65561813,891530237
1448,Save rest,2010,100,8,23304710,701252410
1449,Tonight within foot,1996,167,10,150917702,558909672
1450,Company tough,2011,118,7,4334771,811408365
1451,At,1999,170,9,187068677,264773079
1452,Team stay,1998,169,9,197437384,116407414
1453,Community decade evening,1992,157,5,110150709,439993120
1454,Attack young light,2008,85,6,59520671,519586387
1455,Within both hot,2020,107,8,36624606,1287057663
1456,Long finally single,1998,121,9,97208792,1263487861
1457,Subject agency relationship,2020,98,4,80400638,512860803
1458,Available second seven,2018,91,2,65172822,1063665287
1459,Lose new,1990,171,8,174849590,1097255868
1460,Manage everyone,1995,111,5,25355017,1088236392
1461,Claim use writer,1991,125,6,5276220,831885742
1462,Want thought agree statement,2006,130,7,129790754,252135360
1463,Each ball morning,2003,145,5,180592879,583290571
1464,Change total,1999,86,3,82828953,135206177
1465,Arrive,2023,166,5,44433616,688622309
1466,Wear he again,2017,118,1,189791861,1003200939
1467,Character short,1997,113,1,124287797,1192818493
1468,Tree case,2008,102,9,154110428,879190055
1469,Career deal them,2005,83,3,157675069,145570446
1470,Organization suddenly resource,2009,131,6,7553441,1044750403
1471,Away can,1997,137,5,123095396,67076111
1472,Line act most,1993,151,8,125489799,880086240
1473,Per allow,2005,175,9,38211573,1365519576
1474,Play already significant,2016,150,1,189746334,506953795
1475,Feel data natural,2019,111,8,109813097,44992235
1476,Role fire,1994,92,8,50645992,583016129
1477,Majority up,1997,139,5,100433984,1194867561
1478,Alone maybe purpose,2021,93,1,169258285,1263796286
1479,Agree push,1991,97,7,125633451,1454760689
1480,Television if,2022,95,5,189952270,222989820
1481,Heart last,2005,81,10,171027637,533959781
1482,Important explain,1999,87,4,1366050,1196225177
1483,Marriage enough everything either,2008,179,1,169390911,1404194923
1484,Hospital perform some,2017,108,9,19978009,274662410
1485,Example eat responsibility,1990,96,6,104315241,659151095
1486,Like necessary,2012,105,4,186421962,1225298222
1487,Environment worry,2005,131,7,90363810,878480210
1488,I,2016,127,9,143517841,962739605
1489,Environmental goal she,2001,167,7,9781645,185191818
1490,Among ready church,1995,160,7,80615267,1370367947
1491,Begin,2023,162,4,115327264,1079670347
1492,Official former leg ready,2013,90,3,73421034,441920379
1493,After brother authority,1994,154,7,188382707,310730875
1494,Nearly citizen no decade,2023,155,7,165417049,806666859
1495,Dark deal,2022,113,4,146608815,1165585529
1496,Cost check reality hair,2022,89,5,155411956,366181694
1497,Sign name tend,1991,82,2,56605445,531480277
1498,What trip,2014,88,7,184788411,1159348965
1499,North season,2020,105,4,22732276,915001467
1500,Not television,1992,162,9,167552176,1197180370
1501,Week later crime,2014,136,10,91112352,975108567
1502,Day pretty,2013,96,5,198504281,94747813
1503,Report man,2006,91,5,15713396,7149758
1504,Soldier per discuss,1991,122,9,139173521,1002832675
1505,Wall somebody writer,2012,95,5,182100776,1338007357
1506,Market director board,1994,85,7,98707961,626158470
1507,Hotel white,2012,139,4,14841225,1407433199
1508,Start measure,2005,86,2,30787355,364449409
1509,Free break,1996,101,3,103798698,6165937
1510,Bit stuff his,2011,153,3,99137549,134224890
1511,Against adult to,1998,135,5,125917210,1040487114
1512,Center size,1992,172,2,167197370,591913590
1513,Sound fine,2012,130,8,11972121,1288911225
1514,Break time,2011,143,10,99132256,543779933
1515,Skill instead campaign,2001,83,8,99363609,1465284154
1516,Painting ask bag,2019,128,5,48047985,821373449
1517,Rise treatment,2020,167,10,174992522,759664230
1518,Pay carry,2001,134,8,150999170,1362654077
1519,Itself drive,1998,102,4,190213083,461886018
1520,Race produce,1994,125,6,18986763,1261619729
1521,Degree would,2019,107,1,151527385,1100921943
1522,Turn teach discuss,1992,103,3,191411236,609111398
1523,Minute game,2008,115,1,55952118,102677717
1524,Expect season,2002,115,9,38153024,351638864
1525,Draw room,1992,137,1,90907001,1151948015
1526,Than executive animal,2002,99,3,65057479,1214208486
1527,Compare,1992,84,2,145856853,155184747
1528,Capital strong,2010,158,5,31482906,650615947
1529,Discover several,2009,159,5,175224918,197661718
1530,Growth last,2022,158,3,129444611,853910807
1531,Hold boy all,2015,111,8,198938952,269091020
1532,Argue example,2020,162,1,156724610,304896664
1533,Data fire practice,2006,117,4,189668147,1200029726
1534,Central,1992,143,2,57316140,605132125
1535,Teacher,2002,132,3,61515344,932632268
1536,Under,2008,150,1,87023850,457797311
1537,Week,2012,141,8,95680317,1315921321
1538,Situation girl apply,1993,87,4,72768326,1089093221
1539,Fund happy become stop,2011,91,6,136174960,688552502
1540,Remember will place,2007,115,7,183596975,1469800735
1541,Focus able reach hear,1997,129,5,114529172,740803605
1542,Hot boy,2013,97,8,75395635,1369016943
1543,Rise hard,2017,133,6,15618994,566267458
1544,Serious loss hope,2015,105,8,18010535,977204678
1545,One table compare,2018,162,1,101076437,591291261
1546,Somebody too such,2014,147,6,93671055,533126975
1547,Born suffer,2011,111,2,122443059,1427229080
1548,Top fish check,2001,160,3,131520541,695712891
1549,Eight herself,2021,149,1,135606985,738644423
1550,Charge everybody agency,2021,82,5,142380282,457311367
1551,Leave close according,2013,128,7,33939563,992411563
1552,Issue way view,2023,180,2,127208647,1292445795
1553,Its me Congress,2007,171,9,191542274,710356571
1554,General,1995,125,8,143782020,39090472
1555,Cultural any more ability,2017,141,3,183081995,1490725959
1556,Pay,1995,149,4,144037298,292173855
1557,City heavy,2017,180,5,79454115,1393226394
1558,Just wife remember skin,2001,142,7,122327023,9397007
1559,Call,2008,124,1,167685337,1312359589
1560,All as people,2010,152,2,99823398,1028338137
1561,Old despite,1996,144,4,181739330,14189607
1562,Tonight economic,1995,121,7,187085654,25569908
1563,Something tell,2010,129,8,18616773,1449626012
1564,Cause experience,2008,114,4,51560779,377665773
1565,Same remember,2009,103,1,123909649,892260852
1566,Consider low,2018,83,4,24436764,1198551328
1567,Factor always serious,2017,120,8,22520578,1055069492
1568,For remember teach,2000,156,2,105873035,848512416
1569,Leave yourself,2018,108,9,48999433,1160628498
1570,Community blue husband,2012,83,4,78409452,179265693
1571,Because before system,2018,179,8,21655386,1398925784
1572,Probably practice since,1992,115,7,30357423,1403584105
1573,Glass according arrive,2012,87,5,45229094,171479618
1574,Including best how,2017,140,6,75072814,1161740628
1575,Guess compare cold,2007,147,3,31071368,71459289
1576,Drive yourself,1993,125,1,188121555,1447278105
1577,Soon truth you,1994,178,9,40716111,961009838
1578,Successful seek,2015,154,9,134232230,1448637116
1579,At consumer,2013,109,2,41399017,270032966
1580,Cause community staff,2022,100,5,55829595,763050402
1581,Great,2000,92,8,140771023,813262266
1582,Turn every,1991,111,5,169383172,1296305279
1583,Executive condition,1999,164,4,7090873,773725582
1584,Eight enter case,2018,110,6,79697073,835541525
1585,Hospital face,1992,114,1,112813207,385505392
1586,Property politics,1998,148,4,184181261,23106243
1587,Task behind,1994,174,2,146340338,272928358
1588,Nation fact,2005,87,4,36440826,998624650
1589,Class want,2013,177,7,128212882,800601107
1590,Current son significant force,2013,108,6,94066638,419444707
1591,While letter or,2014,153,1,113777780,959723257
1592,His easy medical,1992,129,3,120147775,25107537
1593,Suggest,1999,125,5,199027317,480712220
1594,Write room these,2018,102,10,174056162,47480801
1595,Cost something nice,2013,102,2,6766610,608731698
1596,Level,2013,110,7,79253444,1466479331
1597,Reach,2018,155,4,51750584,773414797
1598,Building PM political,1994,120,1,17897881,416268199
1599,Student several center,1998,174,1,6915409,198201630
1600,Type study,2023,169,10,63365089,1322358191
1601,Staff its activity,2013,125,8,140484561,1347685290
1602,Grow garden,2015,155,10,174052831,656070936
1603,Threat likely newspaper,2010,83,3,91161394,479911027
1604,And also safe,2007,170,6,111512657,508065091
1605,Until reflect event,2005,169,2,156344835,1065446035
1606,Mr public tend,1997,125,4,93017655,784534809
1607,Risk Democrat call,1991,152,3,177029369,84018898
1608,Along learn type,2001,152,8,174423055,607919683
1609,Party draw security,2021,98,2,88592210,1063361273
1610,Record plant,2023,152,10,131499465,1306433006
1611,Film drug,2014,104,6,160278125,454009463
1612,Until spring,1997,143,1,179739182,20323161
1613,Example,2006,149,1,188062892,426093177
1614,Detail indeed room base,2006,119,6,143315413,1376031103
1615,Possible party turn,2018,102,3,148228448,855588604
1616,Add base,2003,142,9,120522579,243255852
1617,A national edge,2008,84,2,123945342,600599335
1618,Raise direction,2021,91,3,82626481,1227137731
1619,Offer interview,2002,87,8,153270458,1079441131
1620,Start speak,1997,109,4,36421199,1065881237
1621,People both,1998,157,6,83274126,371096772
1622,Practice adult general Mrs,1994,108,9,47100332,1189949670
1623,Century throughout feel,2018,82,6,70795220,421118453
1624,Left expert always,2001,147,8,61876312,1421992211
1625,Paper financial cause,2018,141,4,130988021,1219846634
1626,Professor base toward,1995,80,1,100831766,1448485988
1627,Certainly want Mr,2010,122,7,78348680,1470407624
1628,Travel hundred three,2012,158,6,13702080,1299873686
1629,Personal sort,1994,105,3,40819268,1218629411
1630,Performance artist resource,2008,96,5,95790169,381945323
1631,Phone commercial,2009,123,1,77338220,145360871
1632,Take lawyer,2000,171,8,123386846,1268073838
1633,Church country professional,2001,102,8,45657746,280407026
1634,Force,2013,121,9,167062287,144692364
1635,Since less under,2022,87,5,44161705,278655801
1636,Thought address,2004,82,9,192075625,562539312
1637,Improve cup,1997,98,8,144697979,1228857987
1638,Finish throw approach,2002,155,4,77570297,494551476
1639,Why despite,1998,170,10,49930550,1128305650
1640,Mind ever country,2005,98,3,48072665,594114843
1641,Minute American project,2021,179,9,191082140,416998058
1642,Themselves ground,1991,94,6,186987993,1460948208
1643,Operation among season,2013,147,6,179873567,54644454
1644,Might face agree,2013,126,8,42200762,1493175704
1645,Hit most,2019,89,5,44286482,1460423670
1646,Training successful whether east,1998,127,10,64862225,1149483188
1647,Generation begin,1995,170,9,32384758,1324535404
1648,Few activity,1994,164,3,12046508,548143861
1649,Whether personal draw approach,2009,130,2,85993601,1466749930
1650,Candidate himself leg,2015,155,9,155222926,1207839901
1651,Southern more week,2020,92,3,34949975,979798928
1652,Collection level learn,2023,123,8,119350143,9198252
1653,Trade PM,2016,118,5,70902524,922221352
1654,Feeling away relate,2016,121,5,100233110,1381464616
1655,Indicate fall professional,1994,97,9,50525425,1450470778
1656,Believe owner daughter,1998,100,6,56070972,1400928896
1657,Even total dog surface,2010,173,8,151991519,116374508
1658,Size window store indeed,1994,135,1,190819940,698635645
1659,Parent seek,2018,161,9,10311780,933890123
1660,Onto civil,2019,142,7,179658098,878759333
1661,Fund attorney go,2023,163,3,86078943,593486969
1662,Might both,2012,120,1,93300730,266386763
1663,Car me chair style,1998,102,10,40713472,1465661419
1664,Of simply shake,2001,170,6,101103591,1118030623
1665,Community,1998,151,10,121374268,1006987373
1666,Forward large,2017,168,4,145919334,1069238603
1667,System action,2022,158,6,44646963,781254869
1668,High,1993,180,2,144248691,1115800755
1669,After prevent word,1997,125,9,81949334,98339671
1670,Billion as,2023,108,7,33612229,487213611
1671,Wrong service first,1999,165,4,7690809,105855812
1672,Manager then benefit,2009,155,9,109598873,601856639
1673,For head them,2000,102,8,135061206,907076416
1674,Individual glass,2000,128,9,40026189,1148342378
1675,Skin ability especially,2010,119,3,123954373,968922729
1676,News light,2004,173,10,86957847,684124460
1677,Economy cut look,2012,168,5,42890231,16079472
1678,Force under,2023,117,6,2152742,846510558
1679,International leg common,2008,96,7,199238236,422917797
1680,Phone visit game those,1995,102,6,147604838,723775277
1681,Science type cause,2006,173,2,137206574,180683273
1682,Name forget entire,2002,80,2,89927470,1232973275
1683,Partner lead,2007,169,9,174743225,59485817
1684,Rate down,1998,153,2,190368157,489532433
1685,Wrong understand subject floor,2009,130,1,80337943,1485795120
1686,Great skin,1995,178,3,128214426,915147063
1687,Serious agreement,2022,152,3,78799890,164859468
1688,Air quickly what,2000,84,1,155008825,541836905
1689,Forget take,1999,103,4,180016312,427789759
1690,Stop onto beat expect,2000,157,2,40482419,358221489
1691,Sense safe,2011,120,8,152728178,712004527
1692,Save son wonder,1992,158,4,196566982,672450509
1693,Available smile,1991,108,2,119676800,139956722
1694,New difficult,1995,161,1,91914909,1349313358
1695,Arm every,1992,152,10,185991484,1347810146
1696,Worry they believe,2006,93,7,31149494,212717716
1697,Participant seem,2003,143,8,197398257,64856286
1698,While join throw,2016,98,9,129575545,1035720044
1699,Produce for,1991,122,10,11759139,932603285
1700,Already where,2021,175,10,38426155,56590142
1701,Grow,2008,89,5,183001477,1277450136
1702,Person eight,2009,110,1,148897197,1349962793
1703,Affect often certainly,2020,124,6,32373689,722909219
1704,Argue nature usually moment,2005,120,4,83700187,542750246
1705,School my source,2015,101,10,7656016,535758250
1706,Policy education culture,2009,161,2,108811711,236586040
1707,Court when mean,2019,91,1,166764796,1021997855
1708,Shoulder which relationship,1994,170,4,60153724,516872506
1709,Show hard summer,1993,165,8,120714883,736866653
1710,Nearly tax,2000,161,2,96937100,121893672
1711,Side election so,2018,173,8,25825214,721375751
1712,Guess,2016,122,1,88608332,1120993660
1713,Fast TV fly,2020,137,6,15772979,513403138
1714,Garden pay,2019,81,9,164249346,161574823
1715,Option lay government,2003,113,7,173151055,1293414389
1716,International reduce full throughout,2011,106,6,53385110,1335509041
1717,Thousand guess,1999,111,1,157613684,946734881
1718,Tax father where,2010,168,10,142313508,210451362
1719,Development need reach,2010,88,5,60631286,1347926234
1720,Street often soldier,2012,124,9,75605506,963757373
1721,Same born,2015,112,1,53537027,1248252312
1722,Us evening,1998,180,2,7052856,273062597
1723,Save it truth almost,2013,93,5,23438398,188684359
1724,Then listen individual,2022,172,2,145528949,135324219
1725,Campaign idea here,1996,80,4,120576743,76604999
1726,None admit month much,2010,86,9,182747819,815449879
1727,Red clear head,2005,129,2,181269917,677762456
1728,Able computer charge group,2019,136,2,24455067,1493987137
1729,Benefit teach peace,1997,173,4,138381916,144647033
1730,Far clearly history,2007,133,9,106877282,278881037
1731,Perhaps hotel,2018,101,7,53197284,138148778
1732,Peace time,2005,132,4,132658293,954012555
1733,Meeting series,1999,143,4,86297463,122658123
1734,Care hotel,1996,128,9,162912716,652404203
1735,Mouth analysis message,1993,124,4,163424340,1316551233
1736,Happen visit,2008,149,10,138319724,1349722498
1737,Play,2014,128,3,16045166,932367180
1738,North scientist artist,2016,92,9,179983739,146283506
1739,Option show president court,2005,141,9,97922613,223673068
1740,Gun course feeling,2000,180,7,107718663,1460058593
1741,Listen policy continue,2010,153,2,40713935,124808026
1742,Mind,2010,163,10,193190060,1205997525
1743,Final receive accept every,2002,177,6,115793867,117105394
1744,Several agent,2000,167,8,100221788,638328934
1745,Standard class conference,2021,108,7,104646317,824169418
1746,Kid beat anyone beyond,2022,100,2,101081100,867607818
1747,Civil land arm,2019,137,3,4272441,210793901
1748,Hospital,2021,89,3,77410251,1330645902
1749,Like perform never,2009,84,9,93588815,887847719
1750,Feeling store,2021,117,7,95316148,505604166
1751,Build cause,1991,82,9,83701029,1292579341
1752,Conference physical,1995,120,6,120608407,1421746573
1753,Until spring behavior,2015,113,3,151601153,1345047321
1754,Product growth if,2022,93,9,24514579,27777384
